Planning Authority ,Site Code,Site Name,Address,East,North,Site Type,Location of Site,Datazone,lon,lat
North Lanarkshire,NL008500567,EUROCENTRAL PLOT Y (NLS00367),MCNEIL DRIVE NEWHOUSE,275186,661233,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011504,-3.9940843166392415,55.8281456589506
North Lanarkshire,NL008500568,EUROCENTRAL PLOT S (NLS00010),CONDOR GLEN NEWHOUSE,275287,660825,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011497,-3.9922857151558335,55.82450814303913
North Lanarkshire,NL008500592,EUROCENTRAL PLOT X (NLS00361),MCNEIL DRIVE NEWHOUSE,275025,661329,Derelict,"Site in settlement with population equal to or over 2,000",S01011504,-3.9966969262152783,55.82896601036415
North Lanarkshire,NL008500601,EUROCENTRAL PLOT T (NLS00030),BRITTAIN WAY NEWHOUSE,275855,660692,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011504,-3.983164421255532,55.82346033272717
North Lanarkshire,NL008500606,SITE OF FORMER CLYDE BOILER WORKS,PARK STREET MOTHERWELL,275500,656928,Derelict,"Site in settlement with population equal to or over 2,000",S01011473,-3.987103815618561,55.78956985034687
North Lanarkshire,NL008500610,VACANT GAP SITE,MAIN STREET MOSSEND BELLSHILL,274165,660346,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011522,-4.009961297213513,55.81991571887074
North Lanarkshire,NL008500622,RAVENSCRAIG WEST,RAVENSCRAIG WEST MOTHERWELL,276403,657227,Derelict,"Site in settlement with population equal to or over 2,000",S01011451,-3.9728480985471384,55.79248660914778
North Lanarkshire,NL008500640,SITE OF FORMER GAS HOLDER,MILL ROAD MOTHERWELL,275499,657510,Derelict,"Site in settlement with population equal to or over 2,000",S01011471,-3.987385970051491,55.79479570445212
North Lanarkshire,NL008500652,SITE OF FORMER COSTAIN WORKS WEST (HOUSING SITE NL,MAIN STREET NEWMAINS,282254,655485,Derelict,"Site in settlement with population equal to or over 2,000",S01011417,-3.8788335191451764,55.77830475058015
North Lanarkshire,NL008500655,FORMER SEWAGE TREATMENT WORKS - WEST,LOANHEAD ROAD NEW STEVENSTON MOTHERWELL,276815,659256,Derelict,"Site in settlement with population equal to or over 2,000",S01011460,-3.967200217179079,55.810811591657604
North Lanarkshire,NL008500657,SITE OF FORMER ORCHARD FARM,CARNBROE ROAD CARNBROE COATBRIDGE,274664,662344,Derelict,Site in countryside,S01011504,-4.002924661232997,55.83798648154079
North Lanarkshire,NL008500660,LAND TO REAR OF FORMER NATIONAL TYRES GARAGE - SOU,CRAIGNEUK STREET CRAIGNEUK WISHAW,277763,655357,Derelict,"Site in settlement with population equal to or over 2,000",S01011387,-3.950331907431215,55.7760404501578
North Lanarkshire,NL008500662,FORMER DUNLOP AND RANKIN STEEL SERVICES,MAIN STREET MOSSEND BELLSHILL,274431,660377,Derelict,"Site in settlement with population equal to or over 2,000",S01011505,-4.00573305414758,55.820263363387944
North Lanarkshire,NL008500663,FORMER WORKS,MAIN STREET MOSSEND BELLSHILL,274537,660438,Derelict,"Site in settlement with population equal to or over 2,000",S01011505,-4.004070557074448,55.820838677430956
North Lanarkshire,NL008500667,INDUSTRIAL SITE NLS00506,PHEONIX CRESCENT STRATHCLYDE BUSINESS PARK BELLSHILL,272713,662076,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011532,-4.033930473159958,55.835069086140265
North Lanarkshire,NL008500669,FORMER HARTWOOD HOSPITAL,HARTWOOD ROAD HARTWOOD,284344,659063,Derelict,Site in countryside,S01011429,-3.847052281039774,55.81094094270532
North Lanarkshire,NL008500675,FORMER HOUSING SITE NLMW0750,WEST MAIN STREET HARTHILL,290236,664321,Derelict,"Site in settlement with population equal to or over 2,000",S01011439,-3.7552130789503972,55.8595372470249
North Lanarkshire,NL008500687,SITE OF FORMER SILVERBURN HOTEL,LOANHEAD ROAD NEWARTHILL MOTHERWELL,278087,659545,Derelict,"Site in settlement with population equal to or over 2,000",S01011455,-3.9470461014071025,55.813729637837056
North Lanarkshire,NL008500693,SITE TO REAR OF HOARDINGS,GLASGOW ROAD WISHAW,278144,655292,Derelict,"Site in settlement with population equal to or over 2,000",S01011387,-3.944232677343226,55.775552956128074
North Lanarkshire,NL008500702,INDIUSTRIAL SITE NLS00440,WESTFIELD ROAD NEWHOUSE INDUSTRIAL ESTATE NEWHOUSE,277236,661144,Derelict,"Site in settlement with population equal to or over 2,000",S01011504,-3.9613398927293817,55.82787246022875
North Lanarkshire,NL008500704,SITE OF FORMER FACTORY,GOIL AVENUE RIGHEAD INDUSTRIAL ESTATE BELLSHILL,271824,661105,Derelict,"Site in settlement with population equal to or over 2,000",S01011532,-4.047656400638167,55.82611488613351
North Lanarkshire,NL008500706,ILAND SITE NL008500706,MELFORD ROAD RIGHEAD INDUSTRIAL ESTATE BELLSHILL,272133,661322,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011532,-4.042829496693931,55.828145360152114
North Lanarkshire,NL008500709,INDUSTRIAL SITE EAST - NLS00260,PHEONIX CRESCENT STRATHCLYDE BUSINESS PARK BELLSHILL,272939,661867,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011532,-4.030226713862248,55.83325200361278
North Lanarkshire,NL008500732,INDUSTRIAL SITE NLS00413,GOIL AVENUE RIGHEAD INDUSTRIAL ESTATE BELLSHILL,271769,661047,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011532,-4.048506358171397,55.82557948002143
North Lanarkshire,NL008500741,LAND NORTH OF 553,MAIN STREET MOSSEND BELLSHILL,274371,660391,Derelict,"Site in settlement with population equal to or over 2,000",S01011505,-4.006696506498489,55.820373460411325
North Lanarkshire,NL008500747,FORMER NURSES HOME - HARTWOOD,HARTWOOD ROAD HARTWOOD,284746,658813,Derelict,Site in countryside,S01011429,-3.840535444215286,55.808792010458106
North Lanarkshire,NL008500751,SITE OF FORMER DSS OFFICE,WEST HAMILTON STREET MOTHERWELL,275142,656854,Derelict,"Site in settlement with population equal to or over 2,000",S01011473,-3.9927754118050114,55.7888129823725
North Lanarkshire,NL008500754,DERELICT LAND NORTH OF,FARM STREET MOTHERWELL,274861,657429,Derelict,"Site in settlement with population equal to or over 2,000",S01011473,-3.9975180267024206,55.793903510819824
North Lanarkshire,NL008500756,SITE OF FORMER CRAIGNEUK DEVELOPMENT SUPPORT UNIT,MEADOWHEAD ROAD CRAIGNEUK WISHAW,277312,656040,Derelict,"Site in settlement with population equal to or over 2,000",S01011451,-3.957824886940829,55.78205936558299
North Lanarkshire,NL008500757,SITE OF FORMER OIL DEPOT,GLASGOW ROAD WISHAW,278132,655247,Derelict,"Site in settlement with population equal to or over 2,000",S01011387,-3.9444037335541537,55.775145838703494
North Lanarkshire,NL008500758,SITE OF FORMER BELHAVEN WORKS (ENGINEERING),HEATHERY ROAD WISHAW,278623,655297,Derelict,"Site in settlement with population equal to or over 2,000",S01011385,-3.936603454519152,55.77571836564284
North Lanarkshire,NL008500760,SITE OF FORMER COSTAIN WORKS EAST (HOUSING SITE NL,EAST OF MAIN STREET NEWMAINS,282407,655356,Derelict,"Site in settlement with population equal to or over 2,000",S01011417,-3.876339971781477,55.777183555958025
North Lanarkshire,NL008500768,SITE OF FORMER OFFICE BUILDING,MAIN STREET NEWMAINS,282219,655607,Derelict,"Site in settlement with population equal to or over 2,000",S01011417,-3.8794439509812273,55.77939180284724
North Lanarkshire,NL008500769,FORMER SPORTS PITCH (CRAIGNEUK PUBLIC PARK),WELLINGTON STREET CRAIGNEUK WISHAW,277367,656141,Derelict,"Site in settlement with population equal to or over 2,000",S01011451,-3.9569939675323247,55.78298027974867
North Lanarkshire,NL008501257,SITE OF DEMOLISHED BUILDING (NO 239),OLD EDINBURGH ROAD VIEWPARK UDDINGSTON,271339,660922,Derelict,"Site in settlement with population equal to or over 2,000",S01011535,-4.055306232980229,55.82434262323632
North Lanarkshire,NL008501263,FORMER RUSSELL STORAGE AREA,CONDOR GLEN NEWHOUSE,275598,661020,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011504,-3.9874140909526314,55.826339430140216
North Lanarkshire,NL008501274,ABANDONED MANSE HOUSE,CLYDESDALE STREET NEW STEVENSTON MOTHERWELL,276011,659568,Derelict,"Site in settlement with population equal to or over 2,000",S01011463,-3.9801631575858236,55.8134074028029
North Lanarkshire,NL008501275,SITE OF FORMER GOSPEL HALL,HIGH STREET NEWARTHILL MOTHERWELL,278385,659590,Derelict,"Site in settlement with population equal to or over 2,000",S01011453,-3.9423138548557493,55.814208898796934
North Lanarkshire,NL008501282,SITE OF FORMER ST. IGNATIOUS PRIMARY SCHOOL,GRAHAM STREET WISHAW,279988,655084,Derelict,"Site in settlement with population equal to or over 2,000",S01011396,-3.914762049281589,55.77414644798594
North Lanarkshire,NL008501284,FORMER CAR PARK - ILAND SITE NLS00510,MAIN STREET NEWMAINS,282244,655689,Derelict,"Site in settlement with population equal to or over 2,000",S01011417,-3.8790810478136497,55.78013426810115
North Lanarkshire,NL008501287,FORMER PATHER PLAYSTATION (HOUSING SITE NLMW0761),CALEDONIAN ROAD PATHER WISHAW,279173,654440,Derelict,"Site in settlement with population equal to or over 2,000",S01011389,-3.9274607790007448,55.76816036093295
North Lanarkshire,NL008501348,INDUSTRIAL SITE NLS00453,TANNOCHSIDE DRIVE UDDINGSTON,270804,662395,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011552,-4.06454075478732,55.83742588148395
North Lanarkshire,NL008501354,MAXIM PARK EXPANSION SITE (A1-A3),PARKLANDS AVENUE EUROCENTRAL HOLYTOWN,276404,661809,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011504,-3.974915575257813,55.833631462778435
North Lanarkshire,NL008501355,CENTRAL POINT INDUSTRIAL SITE NLS00436,DOVECOTE ROAD EUROCENTRAL HOLYTOWN,276145,661691,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011504,-3.9789941882313946,55.832505441607076
North Lanarkshire,NL008501367,INDUSTRIAL SITE NLS00457,WELLINGTON STREET WISHAW,277329,656206,Derelict,"Site in settlement with population equal to or over 2,000",S01011451,-3.957628772529031,55.783554319027466
North Lanarkshire,NL008501377,PART OF FORMER CLYDESDALE DISTILLERY,MARSHALL STREET WISHAW,279019,655239,Derelict,"Site in settlement with population equal to or over 2,000",S01011400,-3.9302685591432187,55.77529680227718
North Lanarkshire,NL008501378,SITE OF FORMER TESCO STORE,MAIN STREET WISHAW,279332,655477,Derelict,"Site in settlement with population equal to or over 2,000",S01011401,-3.925387239769,55.77751225893713
North Lanarkshire,NL008501379,LAND WEST OF BRANCHAL COTTAGES,BRANCHAL ROAD WISHAW,280968,656322,Derelict,"Site in settlement with population equal to or over 2,000",S01011426,-3.8996898939184375,55.785506062858495
North Lanarkshire,NL008501381,FORGEWOOD REGEN AREA 3,KYLEMORE CRESCENT FORGEWOOD MOTHERWELL,274708,658326,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011491,-4.0003697415880834,55.80191845990808
North Lanarkshire,NL008501382,FORGEWOOD REGEN AREA 1,BREADALBANE CRESCENT FORGEWOOD MOTHERWELL,274636,658335,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011491,-4.001521727951771,55.80198059049731
North Lanarkshire,NL008501400,FORMER HOUSING SITE NLMW1225,MAIN STREET HOLYTOWN,276509,660506,Derelict,"Site in settlement with population equal to or over 2,000",S01011499,-3.972647736852185,55.82195793849336
North Lanarkshire,NL008501406,DEVELOPMENT SITE WEST OF BELL QUADRANT,BELL QUADRANT CARFIN MOTHERWELL,276929,658905,Derelict,"Site in settlement with population equal to or over 2,000",S01011466,-3.9652234696711024,55.8076888036033
North Lanarkshire,NL008501410,FORGEWOOD REGENERATON AREA 4,DALRIADA CRESCENT FORGEWOOD MOTHERWELL,274640,658203,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011492,-4.001397128470566,55.80079633712432
North Lanarkshire,NL008501414,SITE OF FORMER REFUGE (HOUSING SITE NLMW1372),ALEXANDER STREET WISHAW,278907,655058,Derelict,"Site in settlement with population equal to or over 2,000",S01011389,-3.9319725040738733,55.77364339780484
North Lanarkshire,NL008501415,DEMOLISHED FACTORY UNITS (9-13 & 18-22),NETHERDALE ROAD NETHERTON INDUSTRIAL ESTATE WISHAW,278249,654661,Derelict,"Site in settlement with population equal to or over 2,000",S01011365,-3.942277900628675,55.76991313213456
North Lanarkshire,NL008501416,FORGEWOOD REGENARATION AREA 2,MARMION CRESCENT FORGEWOOD MOTHERWELL,274657,658306,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011491,-4.001173578279013,55.80172563632262
North Lanarkshire,NL008501417,PROLOGIS - WEST SITE - B1 & B2,EDINBURGH ROAD NEWHOUSE,278499,661490,Derelict,"Site in settlement with population equal to or over 2,000",S01011446,-3.9413456205232213,55.831299185074556
North Lanarkshire,NL008501451,SITE OF FORMER HARTWOODHILL HOSPITAL,HARTWOOD ROAD HARTWOOD,286011,659829,Derelict,Site in countryside,S01011429,-3.820789032621307,55.81821645511917
North Lanarkshire,NL008501454,SITE OF FORMER SCHOOL/COUNCIL OFFICE,BRANDON STREET MOTHERWELL,275638,656615,Derelict,"Site in settlement with population equal to or over 2,000",S01011473,-3.984761490063711,55.786794777941026
North Lanarkshire,NL008501456,SITE OF FORMER CALDER BRIDGE COTTAGE (NO 320),MOTHERWELL ROAD BELLSHILL,274050,659122,Derelict,Site in countryside,S01011496,-4.011228302838894,55.8088949253354
North Lanarkshire,NL008501462,PLANTATION ROAD SOUTH SCHOOL SITE,PLANTATION ROAD RAVENSCRAIG MOTHERWELL,277304,657754,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011451,-3.958724905385334,55.797448597509565
North Lanarkshire,NL008501463,RAVENSCRAIG EAST - NORTH SITE REMAINDER,PLANTATION ROAD RAVENSCRAIG MOTHERWELL,277507,658079,Derelict,"Site in settlement with population equal to or over 2,000",S01011451,-3.955635249005693,55.80041853566652
North Lanarkshire,NL008501470,LAND ADJACENT TO FORMER BONE STEEL FACTORY,NETHERTON ROAD NETHERTON WISHAW,278752,654180,Derelict,"Site in settlement with population equal to or over 2,000",S01011362,-3.9340512797963285,55.76572020301627
North Lanarkshire,NL008501473,FORMER YARD,MANSE ROAD STANE SHOTTS,288230,659509,Derelict,"Site in settlement with population equal to or over 2,000",S01011435,-3.785262564250254,55.81586171071559
North Lanarkshire,NL008501477,FORMER HARTWOOD HOSPITAL NORTH SITE,HOME FARM ROAD HARTWOOD,284486,659273,Derelict,Site in countryside,S01011429,-3.844877000202019,55.81286080445849
North Lanarkshire,NL008501482,SITE OF FORMER BUS DEPOT,HIRST ROAD HARTHILL,287919,663948,Derelict,Site in countryside,S01011439,-3.7920561531128234,55.85565413369317
North Lanarkshire,NL008501483,GAP SITE WEST OF 18,HIRST ROAD HARTHILL,288032,663986,Derelict,Site in countryside,S01011439,-3.7902676762763337,55.85602166071967
North Lanarkshire,NL008501484,SITE OF FORMER DOCTOR'S SURGERY (NO 10),JOHN STREET BELLSHILL,273447,660157,Derelict,"Site in settlement with population equal to or over 2,000",S01011523,-4.02132492941532,55.818030882391305
North Lanarkshire,NL008501486,HOUSING SITE NLMW0364,MORNINGSIDE ROAD MORNINGSIDE NEWMAINS,283090,655458,Derelict,"Site in settlement with population equal to or over 2,000",S01011426,-3.8655012591628815,55.778265224114485
North Lanarkshire,NL008501501,FORMER WISHAW METHODIST CHURCH (HOUSING SITE NLMW0,CALEDONIAN ROAD WISHAW,279523,654880,Derelict,"Site in settlement with population equal to or over 2,000",S01011395,-3.9220800652413583,55.772198875004776
North Lanarkshire,NL008501502,SITE OF FORMER PATHER FARM / TAILYBRUSH,DIMSDALE ROAD WISHAW,280177,653800,Derelict,"Site in settlement with population equal to or over 2,000",S01011362,-3.911186520327058,55.76266299517125
North Lanarkshire,NL008501504,SITE WEST OF MORNINGSIDE ROAD (HOUSING SITE NLMW11,MORNINGSIDE ROAD NEWMAINS,282663,655464,Derelict,"Site in settlement with population equal to or over 2,000",S01011426,-3.872307563089148,55.77821563180452
North Lanarkshire,NL008501511,SITE OF FORMER PUB AND HOUSE,CHURCH STREET NEWARTHILL MOTHERWELL,278610,659727,Derelict,"Site in settlement with population equal to or over 2,000",S01011452,-3.938786785070763,55.815495767174575
North Lanarkshire,NL008501512,NORTH OF BELL QUADRANT LOCAL CENTRE,BELL QUADRANT CARFIN MOTHERWELL,277005,658852,Derelict,"Site in settlement with population equal to or over 2,000",S01011466,-3.963987682535953,55.807232246955266
North Lanarkshire,NL008501514,SITE OF FORMER MINERS WELFARE INSTITUTE (HLA NLMW0,THORN ROAD BELLSHILL,273654,660124,Derelict,"Site in settlement with population equal to or over 2,000",S01011522,-4.018008221848242,55.81778879473684
North Lanarkshire,NL008501521,LAND AT 137 CRAIGTNUEK STREET,CRAIGNEUK STREET CRAIGNEUK WISHAW,277079,656000,Derelict,"Site in settlement with population equal to or over 2,000",S01011382,-3.961519568245163,55.78164097058572
North Lanarkshire,NL008501544,FORMER PAXTANE FARM,EDINBURGH ROAD EASTFIELD HARTHILL,290080,664002,Derelict,"Site in settlement with population equal to or over 2,000",S01011439,-3.757574706348702,55.856636854980934
North Lanarkshire,NL008501546,SITE OF FORMER MUIRHOUSE FOUNDRY & ENG WKS,EXCELSIOR STREET WISHAW,277576,655054,Derelict,"Site in settlement with population equal to or over 2,000",S01011387,-3.9531750734554767,55.773272252602126
North Lanarkshire,NL008501567,FORMER COAL BING SOUTH OF,SIDEHEAD ROAD HARTHILL,290599,662997,Derelict,Site in countryside,S01011439,-3.7488823432154654,55.847729356440226
North Lanarkshire,NL008501568,FORMER MINERAL WORKINGS,WEST BENHAR ROAD HARTHILL,289655,662979,Derelict,Site in countryside,S01011439,-3.7639442261917133,55.84735253603857
North Lanarkshire,NL008501592,FORMER BELLSHILL ATHLETIC CLUB (NLMW1162),HATTONRIGG ROAD BELLSHILL,273628,660819,Derelict,"Site in settlement with population equal to or over 2,000",S01011530,-4.018746146175991,55.82402264280918
North Lanarkshire,NL008501593,REEMA ROAD WEST (REINSTATED),REEMA ROAD BELLSHILL,273721,660627,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011525,-4.017173444115579,55.82232295141377
North Lanarkshire,NL008501594,INDUSTRIAL YARD NLS00545,MARION STREET BELLSHILL,274724,660484,Derelict,"Site in settlement with population equal to or over 2,000",S01011525,-4.001109129945597,55.82130031121853
North Lanarkshire,NL008501596,SITE OF FORMER MOTOR TRANSPORT WORKS,BEECH CRESCENT NEWHOUSE INDUSTRIAL ESTATE NEWHOUSE,277459,661144,Derelict,"Site in settlement with population equal to or over 2,000",S01011504,-3.957782322598395,55.82792915202291
North Lanarkshire,NL008501599,FORMER MOTHERWELL PLASTICS SITE,NEWHUT ROAD BRAIDHURST INDUSTRIAL ESTATE MOTHERWELL,275017,658256,Derelict,"Site in settlement with population equal to or over 2,000",S01011496,-3.995411423456576,55.80136996094718
North Lanarkshire,NL008501600,ABANDONED GOLF COURSE,CHAPELKNOWE ROAD CLELAND,279013,658060,Derelict,Site in countryside,S01011451,-3.93161781483729,55.80062754658784
North Lanarkshire,NL008501601,DALZIEL PARK FORMER GOLF DRIVING RANGE,HAGEN DRIVE CLELAND,278084,657733,Derelict,Site in countryside,S01011451,-3.9462816048282714,55.797457532695056
North Lanarkshire,NL008501603,PD STIRLING NORTH SITE,REEMA ROAD BELLSHILL,274611,661302,Derelict,"Site in settlement with population equal to or over 2,000",S01011525,-4.003289106260251,55.82861614520289
North Lanarkshire,NL008501605,SITE OF FORMER CENTRAL GARAGE,FOUNDRY ROAD SHOTTS,287568,659792,Derelict,"Site in settlement with population equal to or over 2,000",S01011435,-3.7959384391352606,55.81824943548203
North Lanarkshire,NL008501606,LAND EAST OF RAVENSCRAIG - WILDLIFE HABITAT,NEW CRAIG ROAD MOTHERWELL,278425,656882,Derelict,Site in countryside,S01011451,-3.940465578728604,55.789901656502764
North Lanarkshire,NL008501607,SITE OF FORMER SPRINGFIELD FARM,SPRINGHILL AND LEADLOCH ROAD SHOTTS,289153,659171,Derelict,Site in countryside,S01011429,-3.770402850143841,55.81303912471105
North Lanarkshire,NL008501613,DEVELOPMENT SITE ADJACENT TO SHIELDMUIR PARK & RID,RANGE AVENUE MOTHERWELL,277291,655386,Derelict,"Site in settlement with population equal to or over 2,000",S01011370,-3.9578649041614575,55.77618127707296
North Lanarkshire,NL008501614,HOUSING SITE NLMW0235,ENGLISH STREET CRAIGNEUK WISHAW,277626,655515,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011387,-3.95258557589617,55.77742459296125
North Lanarkshire,NL008501619,SITE OF FORMER SCHOOLHOUSE,MORNINGSIDE ROAD MORNINGSIDE NEWMAINS,283433,654562,Derelict,Site in countryside,S01011426,-3.8596526180253337,55.77030174679413
North Lanarkshire,NL008501620,SITE OF FORMER RESIDENTIAL HOSTEL AND GARAGES,KILMENY CRESCENT COLTNESS WISHAW,280504,656401,Derelict,"Site in settlement with population equal to or over 2,000",S01011408,-3.907119057112518,55.78610096073909
North Lanarkshire,NL008501621,FORMER GARRION GREENHOUSES SOUTH (HOUSING SITE NLM,HORSLEY BRAE OVERTOWN,279588,650939,Derelict,"Site in settlement with population under 2,000",S01011362,-3.9193051512658577,55.7368249367486
North Lanarkshire,NL008501625,SITE OF FORMER ST MATTHEW'S RC PRIMARY,PENTLAND ROAD WISHAWHILL WISHAW,278320,655781,Derelict,"Site in settlement with population equal to or over 2,000",S01011385,-3.941647060515959,55.77998843252747
North Lanarkshire,NL008501653,SITE OF FORMER ALMOND COTTAGE (DEMOLISHED),WEST BENHAR ROAD HARTHILL,289172,663531,Derelict,Site in countryside,S01011439,-3.771879927502006,55.852199021836846
North Lanarkshire,NL008501658,INDUSTRIAL SITE NLS00551,GOIL AVENUE RIGHEAD INDUSTRIAL ESTATE BELLSHILL,271804,660801,Derelict,"Site in settlement with population equal to or over 2,000",S01011532,-4.0478319617082485,55.823379898985756
North Lanarkshire,NL008501659,ABANDONED YARD,MARION STREET BELLSHILL,274807,660480,Derelict,"Site in settlement with population equal to or over 2,000",S01011525,-3.9997834251882987,55.82128593226937
North Lanarkshire,NL008501666,SITE OF FORMER NEWARTHILL GARDEN CENTRE,LEGBRANNOCK ROAD NEWARTHILL MOTHERWELL,278271,660098,Derelict,"Site in settlement with population equal to or over 2,000",S01011446,-3.944359450519766,55.81874188629829
North Lanarkshire,NL008501667,SITE OF SHOTTS PRISON (DEMOLISHED),NEWMILL AND CANTHILL ROAD SHOTTS,285451,660970,Derelict,Site in countryside,S01011429,-3.8302024829810493,55.828330437476225
North Lanarkshire,NL008501669,LAND AT OMOA,BIGGAR ROAD CLELAND,279429,659663,Derelict,Site in countryside,S01011451,-3.9256966073076907,55.81512633514174
North Lanarkshire,NL008501681,FORMER GARRION FARM GLASSHOUSES (NORTH) NLMW1180,HORSLEY BRAE OVERTOWN,279551,651151,Derelict,"Site in settlement with population under 2,000",S01011362,-3.9199875581793617,55.73871949493027
North Lanarkshire,NL008501682,SITE OF FORMER COUNCIL FLATS (NOS 23-81),INNERLEITHEN DRIVE COLTNESS WISHAW,280543,656871,Derelict,"Site in settlement with population equal to or over 2,000",S01011409,-3.906703763036363,55.7903312083671
North Lanarkshire,NL008501684,SITE OF FORMER COUNCIL FLATS,WALKERBURN DRIVE COLTNESS WISHAW,280577,656782,Derelict,"Site in settlement with population equal to or over 2,000",S01011409,-3.906122812233017,55.789540393212995
North Lanarkshire,NL008501686,SITE OF FORMER ALLANTON COMMUNITY CENTRE,ALLANTON ROAD ALLANTON,285072,657887,Derelict,"Site in settlement with population under 2,000",S01011427,-3.834945521257704,55.80055392317718
North Lanarkshire,NL008501717,BELLSHILL NORTH NLS00064,BELGOWAN STREET BELLSHILL INDUSTRIAL ESTATE BELLSHILL,273013,661674,Derelict,"Site in settlement with population equal to or over 2,000",S01011532,-4.028955791564934,55.83153848777163
North Lanarkshire,NL008501719,SITE OF FORMER CARNBROE MAINS FARM,CARNBROE ROAD SHIRREL BELLSHILL,273908,662193,Derelict,Site in countryside,S01011525,-4.014917882615246,55.83643354096902
North Lanarkshire,NL008501726,HOUSING LAND SITE NLMW1132,MORNINGSIDE ROAD MORNINGSIDE NEWMAINS,282929,655486,Derelict,"Site in settlement with population equal to or over 2,000",S01011426,-3.868078634948181,55.77847769995698
North Lanarkshire,NL008501727,SITE OF FORMER WISHAW MARKET - REMAINDER WEST,EAST ACADEMY STREET WISHAW,279678,654947,Derelict,"Site in settlement with population equal to or over 2,000",S01011395,-3.9196403670153934,55.77283913393112
North Lanarkshire,NL008501728,GARRION GLASSHOUSE NORTH EAST - NLMW1180,HORSLEY BRAE OVERTOWN,279658,651226,Derelict,"Site in settlement with population under 2,000",S01011362,-3.9183174665109815,55.73941960967656
North Lanarkshire,NL008501753,FORMER HARTHILL PRIMARY SCHOOL CANTEEN BUILDING,MAIN STREET HARTHILL,290384,664329,Derelict,"Site in settlement with population equal to or over 2,000",S01011442,-3.752853042854226,55.8596427854283
North Lanarkshire,NL008501756,SITE OF FORMER DWELLINGHOUSE (NO2),HOLMBRAE AVENUE UDDINGSTON,269761,661477,Derelict,"Site in settlement with population equal to or over 2,000",S01011538,-4.080742447371773,55.82890265908999
North Lanarkshire,NL008501759,COMPOUND - WEST,UNTHANK ROAD BELLSHILL,274077,660503,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011525,-4.011437614299467,55.821302531992515
North Lanarkshire,NL008501760,COMPOUND - EAST,UNTHANK ROAD BELLSHILL,274168,660520,Vacant Land,"Site in settlement with population equal to or over 2,000",S01011525,-4.009994034279212,55.82147891794366
North Lanarkshire,NL008501762,ABANDONED YARD (THANKERTON COLLIERY PIT NO2),CARDEAN ROAD BELLSHILL,275085,660534,Derelict,"Site in settlement with population equal to or over 2,000",S01011497,-3.9953741061643266,55.821842863029005
North Lanarkshire,NL008501763,ABANDONED GREENHOUSE AND CAR PARK,MOTHERWELL ROAD NEWHOUSE,279366,661198,Derelict,Site in countryside,S01011446,-3.927382986382304,55.828894667436614
North Lanarkshire,NL008501766,SITE OF FORMER INDUSTRIAL UNIT,NEWHUT ROAD BRAIDHURST INDUSTRIAL ESTATE MOTHERWELL,274974,658229,Derelict,"Site in settlement with population equal to or over 2,000",S01011496,-3.996084521356046,55.801116384176446
North Lanarkshire,NL008501768,SITE OF FORMER MAYFIELD GARAGE (HSG SITE NLMW1222),BUCHAN ROAD CARFIN INDUSTRIAL ESTATE MOTHERWELL,276526,658824,Derelict,"Site in settlement with population equal to or over 2,000",S01011464,-3.9716124664542276,55.806858561687
North Lanarkshire,NL008501770,FORMER AGRICULTURAL BUILDINGS,SWINSTIE ROAD BELLSIDE CLELAND,280465,657744,Derelict,Site in countryside,S01011451,-3.9083304207498264,55.79815144921727
North Lanarkshire,NL008501773,RAVENSCRAIG - EAST OF RAILWAY LINE - MEADOWHEAD RE,ROBBERHALL ROAD MOTHERWELL,278141,656662,Derelict,"Site in settlement with population equal to or over 2,000",S01011451,-3.9448934474849104,55.78785455140699
North Lanarkshire,NL008501777,YARD 35 FLEMINGTON IND PARK (ILS NLS00569),WELLINGTON STREET CRAIGNEUK WISHAW,277267,656137,Derelict,"Site in settlement with population equal to or over 2,000",S01011451,-3.958585653126387,55.78291897475254
North Lanarkshire,NL008501778,ADANDONED YARD,EXCELSIOR STREET NETHERTON WISHAW,277540,654998,Derelict,"Site in settlement with population equal to or over 2,000",S01011387,-3.9537234227415494,55.772760267040034
North Lanarkshire,NL008501780,SITE OF FORMER PLAY AREA/ALLOTMENTS (FORMER NLMW10,EASTMUIR STREET CAMBUSNETHAN WISHAW,281503,655453,Derelict,"Site in settlement with population equal to or over 2,000",S01011426,-3.8907857508355375,55.77783385095538
